x,y,vx,vy,g
-3.592768e-01,-2.961651e-01,-4.124527e-01,-2.258345e-01,-7.890599e-04
-3.468102e-01,-3.158610e-01,-3.798416e-01,-2.273450e-02,-7.840968e-04
-3.333826e-01,-3.127379e-01,-6.446340e-02,-2.709656e-01,-7.791462e-04
-3.375348e-01,-3.254598e-01,-6.162622e-01,-6.313785e-02,-7.742081e-04
-3.402317e-01,-3.201030e-01,-4.476303e-01,-1.817706e-02,-7.692822e-04
-3.408358e-01,-3.122514e-01,-2.240166e-01,-1.128966e-01,-7.643685e-04
-3.453452e-01,-3.360308e-01,-5.952475e-01,-1.218135e-01,-7.594669e-04
-3.162891e-01,-3.176856e-01,-1.383022e-01,-5.740412e-01,-7.545772e-04
-2.614501e-01,-3.406023e-01,-6.236051e-02,-4.453308e-01,-7.496993e-04
-3.241836e-01,-3.144933e-01,-2.482766e-02,-4.691611e-01,-7.448331e-04
-2.659471e-01,-3.427093e-01,-1.129003e-01,-3.197768e-01,-7.399785e-04
-2.677191e-01,-3.445634e-01,-2.191316e-01,-2.227958e-01,-7.351353e-04
-2.549159e-01,-3.502272e-01,-2.732903e-01,-6.013469e-01,-7.303036e-04
-2.672282e-01,-3.494545e-01,-3.469846e-01,-2.227974e-01,-7.254831e-04
-3.202300e-01,-3.294040e-01,-7.191298e-01,-4.188839e-01,-7.206737e-04
-2.630672e-01,-3.439440e-01,-1.488996e-01,-3.862500e-01,-7.158754e-04
-2.575855e-01,-3.439936e-01,-1.330802e-01,-5.659798e-01,-7.110880e-04
-2.638985e-01,-3.508855e-01,-3.933833e-01,-2.894582e-01,-7.063114e-04
-3.485117e-01,-3.267269e-01,-5.461031e-01,-4.689883e-02,-7.015456e-04
-2.594450e-01,-3.497029e-01,-3.312402e-01,-4.657756e-01,-6.967904e-04
-2.674239e-01,-3.513701e-01,-4.878508e-01,-2.093816e-01,-6.920457e-04
-2.580311e-01,-3.536621e-01,-4.696394e-01,-4.350857e-01,-6.873114e-04
-2.543864e-01,-3.581407e-01,-4.842738e-01,-4.628777e-01,-6.825874e-04
-2.660553e-01,-3.464369e-01,-2.861690e-01,-2.936673e-01,-6.778736e-04
-2.566099e-01,-3.519432e-01,-3.907096e-01,-5.234540e-01,-6.731700e-04
-2.736194e-01,-3.458365e-01,-3.144921e-01,-2.477309e-01,-6.684763e-04
-2.575518e-01,-3.414903e-01,-6.161425e-02,-5.615859e-01,-6.637926e-04
-2.325406e-01,-3.695343e-01,-4.825681e-01,-4.888276e-01,-6.591187e-04
-2.531516e-01,-3.513020e-01,-3.273846e-01,-6.589187e-01,-6.544545e-04
-2.581587e-01,-3.557424e-01,-5.540050e-01,-4.057966e-01,-6.497999e-04
-2.611720e-01,-3.484651e-01,-2.807600e-01,-3.670657e-01,-6.451548e-04
-2.562259e-01,-3.479485e-01,-2.076097e-01,-6.041768e-01,-6.405192e-04
-2.508103e-01,-3.558361e-01,-3.758873e-01,-5.519063e-01,-6.358930e-04
-2.395350e-01,-3.624931e-01,-2.839648e-01,-3.359297e-01,-6.312760e-04
-2.607402e-01,-3.517329e-01,-4.525005e-01,-3.767260e-01,-6.266681e-04
-2.343652e-01,-3.640156e-01,-2.819617e-01,-5.030761e-01,-6.220693e-04
-2.613658e-01,-3.457993e-01,-1.964674e-01,-4.210759e-01,-6.174795e-04
-2.301260e-01,-3.650194e-01,-2.315810e-01,-6.028406e-01,-6.128986e-04
-2.351840e-01,-3.672471e-01,-3.711357e-01,-4.450241e-01,-6.083265e-04
-2.632945e-01,-3.527996e-01,-5.368979e-01,-3.016991e-01,-6.037631e-04
-2.339161e-01,-3.615800e-01,-1.389395e-01,-5.047253e-01,-5.992083e-04
-2.581487e-01,-3.468254e-01,-1.901774e-01,-5.183436e-01,-5.946621e-04
-2.296423e-01,-3.678055e-01,-3.711454e-01,-6.139628e-01,-5.901243e-04
-2.393703e-01,-3.678715e-01,-4.386980e-01,-3.051643e-01,-5.855949e-04
-2.379560e-01,-3.612081e-01,-1.693465e-01,-4.304087e-01,-5.810738e-04
-2.312097e-01,-3.674450e-01,-3.477190e-01,-5.084522e-01,-5.765609e-04
-2.271502e-01,-3.689128e-01,-3.707766e-01,-6.056413e-01,-5.720561e-04
-2.319865e-01,-3.619702e-01,-1.698664e-01,-6.063792e-01,-5.675593e-04
-2.352994e-01,-3.691876e-01,-5.018019e-01,-4.042493e-01,-5.630705e-04
-1.895109e-01,-3.717606e-01,-2.283267e-01,-5.808883e-01,-5.585895e-04
-2.375241e-01,-3.667240e-01,-3.723030e-01,-3.593866e-01,-5.541163e-04
-1.932396e-01,-3.636729e-01,-2.612444e-02,-4.955734e-01,-5.496509e-04
-2.364664e-01,-3.634054e-01,-2.634161e-01,-4.120242e-01,-5.451931e-04
-1.947390e-01,-3.762385e-01,-3.924705e-01,-3.394629e-01,-5.407428e-04
-1.894654e-01,-3.676714e-01,-1.261110e-02,-6.135893e-01,-5.363000e-04
-1.909455e-01,-3.742550e-01,-2.800585e-01,-5.310064e-01,-5.318646e-04
-1.879165e-01,-3.697661e-01,-1.008871e-01,-6.888866e-01,-5.274365e-04
-1.928268e-01,-3.750510e-01,-3.411991e-01,-4.349042e-01,-5.230156e-04
-1.939940e-01,-3.707806e-01,-1.547582e-01,-3.925575e-01,-5.186020e-04
-1.897878e-01,-3.699351e-01,-1.149398e-01,-5.566115e-01,-5.141954e-04
-1.866097e-01,-3.775322e-01,-3.449156e-01,-6.630137e-01,-5.097958e-04
-1.881826e-01,-3.780962e-01,-3.830843e-01,-5.756123e-01,-5.054031e-04
-1.973125e-01,-3.672815e-01,-1.120021e-01,-3.678546e-01,-5.010173e-04
-2.126279e-01,-3.733589e-01,-2.988124e-01,-4.445327e-01,-4.966384e-04
-1.904573e-01,-3.773702e-01,-3.481056e-01,-4.858120e-01,-4.922661e-04
-1.913670e-01,-3.675195e-01,-2.828537e-02,-4.946562e-01,-4.879005e-04
-1.940780e-01,-3.734607e-01,-2.744422e-01,-3.910584e-01,-4.835414e-04
-1.833189e-01,-3.743135e-01,-2.307083e-01,-6.769014e-01,-4.791888e-04
-1.896909e-01,-3.794856e-01,-4.656766e-01,-5.192299e-01,-4.748427e-04
-1.916436e-01,-3.792593e-01,-4.461538e-01,-4.049765e-01,-4.705029e-04
-1.921885e-01,-3.705991e-01,-1.547864e-01,-4.814495e-01,-4.661695e-04
-1.944760e-01,-3.678033e-01,-7.653166e-02,-4.176750e-01,-4.618422e-04
-1.864303e-01,-3.722810e-01,-1.875605e-01,-6.787112e-01,-4.575211e-04
-1.513601e-01,-3.803343e-01,-1.741438e-01,-5.139240e-01,-4.532061e-04
-1.871156e-01,-3.750151e-01,-2.640732e-01,-6.280072e-01,-4.488970e-04
-1.498304e-01,-3.745622e-01,1.039525e-03,-6.337763e-01,-4.445940e-04
-2.071416e-01,-3.696964e-01,-2.360826e-01,-4.328507e-01,-4.402968e-04
-1.469459e-01,-3.816417e-01,-1.873014e-01,-6.765176e-01,-4.360054e-04
-1.971169e-01,-3.725002e-01,-2.553549e-01,-2.749784e-01,-4.317197e-04
-1.508602e-01,-3.832289e-01,-2.205614e-01,-5.426120e-01,-4.274397e-04
-1.956273e-01,-3.722836e-01,-2.271473e-01,-3.416028e-01,-4.231654e-04
-1.527242e-01,-3.797564e-01,-1.338370e-01,-4.380525e-01,-4.188965e-04
-1.542337e-01,-3.810309e-01,-2.190885e-01,-3.863999e-01,-4.146332e-04
-1.510254e-01,-3.747733e-01,-1.845078e-02,-5.109577e-01,-4.103752e-04
-1.499552e-01,-3.808414e-01,-2.032189e-01,-6.197036e-01,-4.061227e-04
-1.522812e-01,-3.842383e-01,-2.515493e-01,-4.275260e-01,-4.018754e-04
-1.491797e-01,-3.791411e-01,-1.174203e-01,-6.594315e-01,-3.976333e-04
-1.669500e-01,-3.763942e-01,-1.813971e-01,-5.078436e-01,-3.933963e-04
-1.505282e-01,-3.782391e-01,-5.631205e-02,-5.489082e-01,-3.891645e-04
-1.514202e-01,-3.858764e-01,-2.939256e-01,-5.213835e-01,-3.849377e-04
-1.483112e-01,-3.772018e-01,-5.231361e-02,-6.694561e-01,-3.807159e-04
-1.541635e-01,-3.774823e-01,-8.672990e-02,-4.547227e-01,-3.764989e-04
-1.559548e-01,-3.779327e-01,-1.293395e-01,-3.853658e-01,-3.722868e-04
-1.539644e-01,-3.749644e-01,-2.520533e-02,-4.694536e-01,-3.680795e-04
-1.496030e-01,-3.844891e-01,-2.711365e-01,-6.283877e-01,-3.638769e-04
-1.261250e-01,-3.909725e-01,-2.441803e-01,-5.682034e-01,-3.596790e-04
-1.487198e-01,-3.893623e-01,-3.127150e-01,-5.842253e-01,-3.554857e-04
-1.306586e-01,-3.863365e-01,-7.987808e-02,-4.767357e-01,-3.512969e-04
-1.511238e-01,-3.880143e-01,-3.298513e-01,-5.167363e-01,-3.471126e-04
-1.290931e-01,-3.853181e-01,-3.724460e-02,-5.800563e-01,-3.429327e-04
-1.526378e-01,-3.867473e-01,-3.212574e-01,-4.088930e-01,-3.387572e-04
-1.288856e-01,-3.901438e-01,-2.630054e-01,-5.148165e-01,-3.345860e-04
-1.511535e-01,-3.900907e-01,-3.579514e-01,-4.909411e-01,-3.304190e-04
-1.277183e-01,-3.889249e-01,-1.697984e-01,-5.752238e-01,-3.262562e-04
-1.299995e-01,-3.884734e-01,-2.082739e-01,-5.034704e-01,-3.220975e-04
-1.236919e-01,-3.893030e-01,-1.367505e-01,-6.003770e-01,-3.179429e-04
-1.295189e-01,-3.871183e-01,-1.204457e-01,-5.655048e-01,-3.137923e-04
-1.143270e-01,-3.891316e-01,-8.082289e-02,-5.195039e-01,-3.096457e-04
-1.317657e-01,-3.882379e-01,-1.928633e-01,-4.445850e-01,-3.055030e-04
-1.122780e-01,-3.919650e-01,-1.694680e-01,-5.338645e-01,-3.013641e-04
-1.259328e-01,-3.881196e-01,-1.113353e-01,-6.068555e-01,-2.972289e-04
-1.102542e-01,-3.899351e-01,-4.379739e-02,-6.015964e-01,-2.930976e-04
-1.227249e-01,-3.905662e-01,-2.009357e-01,-6.103173e-01,-2.889698e-04
-1.103032e-01,-3.928112e-01,-2.150203e-01,-5.890283e-01,-2.848457e-04
-1.120544e-01,-3.902114e-01,-6.813621e-02,-5.381540e-01,-2.807252e-04
-1.064836e-01,-3.937981e-01,-1.718279e-01,-6.068979e-01,-2.766081e-04
-1.114612e-01,-3.943869e-01,-2.471136e-01,-5.405425e-01,-2.724945e-04
-1.101393e-01,-3.916045e-01,-1.267441e-01,-5.968368e-01,-2.683843e-04
-1.085525e-01,-3.912930e-01,-1.133377e-01,-6.501616e-01,-2.642774e-04
-9.174469e-02,-3.912052e-01,-8.738772e-02,-5.725767e-01,-2.601739e-04
-1.134834e-01,-3.920418e-01,-1.763244e-01,-4.674813e-01,-2.560735e-04
-9.357543e-02,-3.883435e-01,-2.690065e-02,-5.265610e-01,-2.519763e-04
-8.907605e-02,-3.923370e-01,-6.906836e-02,-6.428113e-01,-2.478823e-04
-9.015442e-02,-3.931085e-01,-1.183233e-01,-5.947393e-01,-2.437913e-04
-8.750913e-02,-3.954929e-01,-1.286748e-01,-6.157589e-01,-2.397033e-04
-9.106003e-02,-3.891632e-01,8.905604e-03,-6.135530e-01,-2.356182e-04
-9.163626e-02,-3.932947e-01,-1.214226e-01,-5.243444e-01,-2.315361e-04
-9.166959e-02,-3.899297e-01,-3.555658e-02,-5.558855e-01,-2.274569e-04
-8.987214e-02,-3.959564e-01,-1.728162e-01,-5.853140e-01,-2.233804e-04
-9.270926e-02,-3.912900e-01,-9.558760e-02,-4.706440e-01,-2.193067e-04
-9.192896e-02,-3.944479e-01,-1.766021e-01,-5.043568e-01,-2.152357e-04
-8.740539e-02,-3.974195e-01,-1.829311e-01,-5.931611e-01,-2.111673e-04
-9.096185e-02,-3.962538e-01,-2.007622e-01,-5.183575e-01,-2.071015e-04
-7.692061e-02,-3.954022e-01,-9.744259e-02,-5.680819e-01,-2.030383e-04
-7.721122e-02,-3.965686e-01,-1.570524e-01,-5.635133e-01,-1.989775e-04
-7.895600e-02,-3.953787e-01,-9.733196e-02,-5.354668e-01,-1.949192e-04
-7.560200e-02,-3.949838e-01,-8.367433e-02,-6.207428e-01,-1.908632e-04
-7.672647e-02,-3.940668e-01,-3.082421e-02,-5.726051e-01,-1.868096e-04
-6.962321e-02,-3.952075e-01,-8.852782e-02,-5.565920e-01,-1.827583e-04
-6.603584e-02,-3.971690e-01,-1.060301e-01,-6.079583e-01,-1.787092e-04
-6.802844e-02,-3.976080e-01,-1.388832e-01,-5.563797e-01,-1.746623e-04
-6.966316e-02,-3.943232e-01,-1.884158e-02,-5.655273e-01,-1.706175e-04
-6.797400e-02,-3.962828e-01,-7.354635e-02,-5.574650e-01,-1.665748e-04
-6.692219e-02,-3.961855e-01,-5.581326e-02,-6.043168e-01,-1.625341e-04
-6.081630e-02,-3.978325e-01,-9.903239e-02,-6.003484e-01,-1.584954e-04
-6.149443e-02,-3.964519e-01,-3.468787e-02,-5.816798e-01,-1.544586e-04
-6.185083e-02,-3.976128e-01,-9.546369e-02,-5.532553e-01,-1.504237e-04
-5.698638e-02,-3.980849e-01,-8.290179e-02,-5.926414e-01,-1.463906e-04
-5.808807e-02,-3.976463e-01,-6.620087e-02,-5.722372e-01,-1.423593e-04
-5.334463e-02,-3.977064e-01,-5.810207e-02,-5.894564e-01,-1.383297e-04
-5.453736e-02,-3.979176e-01,-7.017040e-02,-5.694753e-01,-1.343018e-04
-5.121790e-02,-3.978118e-01,-4.530858e-02,-5.761326e-01,-1.302755e-04
-5.054456e-02,-3.985638e-01,-8.336807e-02,-5.913968e-01,-1.262508e-04
-4.823428e-02,-3.981806e-01,-5.244475e-02,-5.769909e-01,-1.222276e-04
-4.701766e-02,-3.986096e-01,-6.492519e-02,-5.883499e-01,-1.182059e-04
-4.517073e-02,-3.985110e-01,-5.364837e-02,-5.819436e-01,-1.141856e-04
-4.367148e-02,-3.986951e-01,-5.522531e-02,-5.855539e-01,-1.101668e-04
-4.202860e-02,-3.987476e-01,-5.157110e-02,-5.845940e-01,-1.061492e-04
-4.044402e-02,-3.988442e-01,-5.002468e-02,-5.853466e-01,-1.021329e-04
-3.884441e-02,-3.989223e-01,-4.787869e-02,-5.855354e-01,-9.811786e-05
-3.725081e-02,-3.990008e-01,-4.591216e-02,-5.858495e-01,-9.410400e-05
-3.565780e-02,-3.990751e-01,-4.392471e-02,-5.861213e-01,-9.009126e-05
-3.406604e-02,-3.991461e-01,-4.194870e-02,-5.863822e-01,-8.607962e-05
-3.247536e-02,-3.992138e-01,-3.997964e-02,-5.866302e-01,-8.206901e-05
-3.088567e-02,-3.992782e-01,-3.801683e-02,-5.868661e-01,-7.805939e-05
-2.929680e-02,-3.993393e-01,-3.605787e-02,-5.870887e-01,-7.405071e-05
-2.770873e-02,-3.993971e-01,-3.410366e-02,-5.872996e-01,-7.004291e-05
-2.612137e-02,-3.994516e-01,-3.215271e-02,-5.874981e-01,-6.603597e-05
-2.453465e-02,-3.995029e-01,-3.020501e-02,-5.876846e-01,-6.202981e-05
-2.294852e-02,-3.995509e-01,-2.826004e-02,-5.878592e-01,-5.802440e-05
-2.136293e-02,-3.995957e-01,-2.631753e-02,-5.880219e-01,-5.401969e-05
-1.977781e-02,-3.996373e-01,-2.437720e-02,-5.881728e-01,-5.001563e-05
-1.819314e-02,-3.996756e-01,-2.243879e-02,-5.883120e-01,-4.601217e-05
-1.660886e-02,-3.997108e-01,-2.050210e-02,-5.884395e-01,-4.200926e-05
-1.502494e-02,-3.997427e-01,-1.856694e-02,-5.885554e-01,-3.800686e-05
-1.344134e-02,-3.997714e-01,-1.663311e-02,-5.886596e-01,-3.400491e-05
-1.185801e-02,-3.997969e-01,-1.470046e-02,-5.887523e-01,-3.000338e-05
-1.027493e-02,-3.998193e-01,-1.276883e-02,-5.888334e-01,-2.600220e-05
-8.692053e-03,-3.998384e-01,-1.083808e-02,-5.889029e-01,-2.200133e-05
-7.109355e-03,-3.998544e-01,-8.908074e-03,-5.889610e-01,-1.800073e-05
-5.526799e-03,-3.998671e-01,-6.978680e-03,-5.890075e-01,-1.400034e-05
-3.944354e-03,-3.998767e-01,-5.049773e-03,-5.890426e-01,-1.000013e-05
-2.361987e-03,-3.998831e-01,-3.121230e-03,-5.890662e-01,-6.000027e-06
-7.796669e-04,-3.998863e-01,-1.192933e-03,-5.890783e-01,-2.000001e-06
8.026372e-04,-3.998864e-01,7.352373e-04,-5.890790e-01,2.000001e-06
2.384957e-03,-3.998832e-01,2.663397e-03,-5.890683e-01,6.000027e-06
3.967323e-03,-3.998769e-01,4.591665e-03,-5.890460e-01,1.000013e-05
5.549767e-03,-3.998674e-01,6.520161e-03,-5.890124e-01,1.400034e-05
7.132320e-03,-3.998547e-01,8.449006e-03,-5.889672e-01,1.800073e-05
8.715015e-03,-3.998388e-01,1.037833e-02,-5.889106e-01,2.200133e-05
1.029788e-02,-3.998198e-01,1.230825e-02,-5.888426e-01,2.600220e-05
1.188096e-02,-3.997975e-01,1.423892e-02,-5.887630e-01,3.000338e-05
1.346428e-02,-3.997721e-01,1.617047e-02,-5.886720e-01,3.400491e-05
1.504788e-02,-3.997434e-01,1.810307e-02,-5.885694e-01,3.800686e-05
1.663179e-02,-3.997116e-01,2.003687e-02,-5.884553e-01,4.200926e-05
1.821605e-02,-3.996766e-01,2.197207e-02,-5.883296e-01,4.601217e-05
1.980070e-02,-3.996383e-01,2.390887e-02,-5.881924e-01,5.001563e-05
2.138580e-02,-3.995968e-01,2.584748e-02,-5.880435e-01,5.401969e-05
2.297137e-02,-3.995521e-01,2.778817e-02,-5.878829e-01,5.802440e-05
2.455748e-02,-3.995042e-01,2.973123e-02,-5.877107e-01,6.202981e-05
2.614417e-02,-3.994531e-01,3.167700e-02,-5.875266e-01,6.603597e-05
2.773151e-02,-3.993986e-01,3.362590e-02,-5.873308e-01,7.004291e-05
2.931956e-02,-3.993410e-01,3.557841e-02,-5.871231e-01,7.405071e-05
3.090841e-02,-3.992800e-01,3.753500e-02,-5.869032e-01,7.805939e-05
3.249816e-02,-3.992158e-01,3.949717e-02,-5.866718e-01,8.206901e-05
3.408885e-02,-3.991482e-01,4.146400e-02,-5.864270e-01,8.607962e-05
3.568072e-02,-3.990773e-01,4.343841e-02,-5.861698e-01,9.009126e-05
3.727426e-02,-3.990034e-01,4.543735e-02,-5.859132e-01,9.410400e-05
3.886683e-02,-3.989238e-01,4.735595e-02,-5.855616e-01,9.811786e-05
4.047225e-02,-3.988503e-01,4.968882e-02,-5.855354e-01,1.021329e-04
4.204303e-02,-3.987406e-01,5.072774e-02,-5.843352e-01,1.061492e-04
4.372809e-02,-3.987221e-01,5.584299e-02,-5.864803e-01,1.101668e-04
4.515466e-02,-3.984742e-01,5.168434e-02,-5.808659e-01,1.141856e-04
4.709586e-02,-3.986553e-01,6.489367e-02,-5.895875e-01,1.182059e-04
4.838455e-02,-3.982832e-01,5.592771e-02,-5.811414e-01,1.222276e-04
5.005856e-02,-3.981768e-01,6.129001e-02,-5.833951e-01,1.262508e-04
5.309757e-02,-3.979887e-01,6.742334e-02,-5.753576e-01,1.302755e-04
5.178824e-02,-3.979864e-01,6.179781e-02,-5.882527e-01,1.343018e-04
5.554948e-02,-3.970777e-01,3.481406e-02,-5.726200e-01,1.383297e-04
5.523723e-02,-3.979305e-01,9.133583e-02,-5.821688e-01,1.423593e-04
6.000650e-02,-3.973346e-01,6.004344e-02,-5.862824e-01,1.463906e-04
5.872714e-02,-3.976088e-01,7.638807e-02,-5.992788e-01,1.504237e-04
6.098366e-02,-3.978600e-01,9.471287e-02,-5.644591e-01,1.544586e-04
6.342161e-02,-3.974681e-01,9.560462e-02,-5.903393e-01,1.584954e-04
6.450243e-02,-3.968614e-01,7.594244e-02,-5.736725e-01,1.625341e-04
6.785406e-02,-3.948469e-01,2.529985e-02,-5.836811e-01,1.665748e-04
6.661646e-02,-3.956798e-01,6.808906e-02,-6.040072e-01,1.706175e-04
6.996470e-02,-3.954105e-01,5.863584e-02,-5.362468e-01,1.746623e-04
6.891754e-02,-3.969628e-01,1.409155e-01,-5.549097e-01,1.787092e-04
6.859122e-02,-3.960553e-01,7.626332e-02,-5.743988e-01,1.827583e-04
7.773745e-02,-3.960074e-01,9.468435e-02,-5.584858e-01,1.868096e-04
7.597611e-02,-3.969172e-01,1.230508e-01,-6.065114e-01,1.908632e-04
7.817335e-02,-3.970634e-01,1.508403e-01,-5.526071e-01,1.949192e-04
8.169736e-02,-3.947500e-01,8.458664e-02,-5.953702e-01,1.989775e-04
7.708582e-02,-3.953407e-01,4.570918e-02,-6.039104e-01,2.030383e-04
8.489757e-02,-3.942118e-01,5.222618e-02,-5.926045e-01,2.071015e-04
8.507693e-02,-3.952538e-01,1.484984e-01,-5.724228e-01,2.111673e-04
9.180968e-02,-3.899876e-01,6.122937e-03,-6.058174e-01,2.152357e-04
8.352704e-02,-3.960873e-01,1.473449e-01,-5.882709e-01,2.193067e-04
9.728044e-02,-3.947415e-01,1.850469e-01,-5.107907e-01,2.233804e-04
8.626702e-02,-3.947498e-01,1.113998e-01,-5.280352e-01,2.274569e-04
9.553403e-02,-3.937559e-01,1.921419e-01,-5.564095e-01,2.315361e-04
9.514314e-02,-3.905960e-01,2.350882e-02,-5.407722e-01,2.356182e-04
9.739227e-02,-3.913845e-01,7.603165e-02,-4.951349e-01,2.397033e-04
9.059176e-02,-3.922587e-01,1.136272e-01,-6.314413e-01,2.437913e-04
9.605367e-02,-3.926355e-01,1.204464e-01,-5.135438e-01,2.478823e-04
9.221969e-02,-3.912896e-01,5.355436e-02,-5.931260e-01,2.519763e-04
1.174964e-01,-3.889394e-01,8.153837e-02,-5.467986e-01,2.560735e-04
9.453826e-02,-3.918957e-01,1.036640e-01,-5.672744e-01,2.601739e-04
1.089780e-01,-3.926980e-01,1.579649e-01,-6.341244e-01,2.642774e-04
9.240633e-02,-3.923035e-01,1.549071e-01,-5.808249e-01,2.683843e-04
1.115634e-01,-3.926428e-01,1.665030e-01,-5.952026e-01,2.724945e-04
1.116052e-01,-3.912154e-01,1.094203e-01,-5.861893e-01,2.766081e-04
1.115383e-01,-3.938104e-01,2.497453e-01,-5.898636e-01,2.807252e-04
1.187594e-01,-3.903306e-01,1.614948e-01,-5.129010e-01,2.848457e-04
1.153319e-01,-3.922951e-01,2.199970e-01,-5.087476e-01,2.889698e-04
1.109466e-01,-3.901303e-01,5.005350e-02,-6.236222e-01,2.930976e-04
1.307371e-01,-3.853249e-01,1.105303e-01,-4.780479e-01,2.972289e-04
1.148737e-01,-3.902715e-01,5.083483e-02,-5.790092e-01,3.013641e-04
1.267464e-01,-3.862033e-01,1.072774e-01,-5.433431e-01,3.055030e-04
1.153363e-01,-3.910925e-01,1.444319e-01,-5.147332e-01,3.096457e-04
1.286314e-01,-3.864706e-01,1.403453e-01,-4.733351e-01,3.137923e-04
1.138799e-01,-3.933333e-01,2.297401e-01,-5.443592e-01,3.179429e-04
1.281028e-01,-3.888944e-01,2.282891e-01,-4.748366e-01,3.220975e-04
1.235722e-01,-3.885878e-01,1.806748e-01,-5.995653e-01,3.262562e-04
1.254098e-01,-3.875224e-01,1.517189e-01,-5.842787e-01,3.304190e-04
1.263503e-01,-3.887386e-01,2.333433e-01,-5.359046e-01,3.345860e-04
1.435083e-01,-3.889301e-01,2.540726e-01,-5.317419e-01,3.387572e-04
1.247249e-01,-3.855712e-01,5.828428e-02,-6.113102e-01,3.429327e-04
1.422885e-01,-3.875618e-01,1.462197e-01,-5.874942e-01,3.471126e-04
1.275164e-01,-3.847550e-01,3.247633e-02,-5.271888e-01,3.512969e-04
1.414663e-01,-3.891512e-01,2.404131e-01,-5.999837e-01,3.554857e-04
1.446860e-01,-3.873942e-01,1.738879e-01,-5.269959e-01,3.596790e-04
1.487961e-01,-3.871479e-01,2.262107e-01,-5.592237e-01,3.638769e-04
1.562808e-01,-3.798217e-01,1.011815e-01,-6.497881e-01,3.680795e-04
1.666483e-01,-3.811866e-01,2.178894e-01,-4.382537e-01,3.722868e-04
1.592967e-01,-3.811284e-01,1.845098e-01,-5.417980e-01,3.764989e-04
1.633013e-01,-3.819758e-01,1.789889e-01,-4.380608e-01,3.807159e-04
1.595009e-01,-3.873016e-01,3.849572e-01,-4.917586e-01,3.849377e-04
1.574190e-01,-3.824979e-01,2.303032e-01,-5.665315e-01,3.891645e-04
1.586324e-01,-3.860816e-01,3.075522e-01,-5.583702e-01,3.933963e-04
1.704123e-01,-3.788923e-01,2.150197e-01,-4.960016e-01,3.976333e-04
1.579472e-01,-3.776404e-01,3.502503e-03,-6.112212e-01,4.018754e-04
1.550923e-01,-3.820427e-01,1.501571e-01,-6.350753e-01,4.061227e-04
1.583419e-01,-3.791621e-01,1.123816e-01,-5.826044e-01,4.103752e-04
1.617580e-01,-3.785551e-01,8.961811e-02,-4.474877e-01,4.146332e-04
1.607065e-01,-3.853165e-01,3.058001e-01,-4.600328e-01,4.188965e-04
1.824752e-01,-3.717416e-01,1.773559e-01,-5.175528e-01,4.231654e-04
1.599622e-01,-3.782856e-01,5.315505e-02,-5.093718e-01,4.274397e-04
1.816933e-01,-3.749091e-01,2.998194e-01,-4.962444e-01,4.317197e-04
1.635270e-01,-3.831843e-01,3.082843e-01,-4.204939e-01,4.360054e-04
1.828717e-01,-3.766678e-01,3.697125e-01,-4.519852e-01,4.402968e-04
1.607761e-01,-3.818297e-01,2.225983e-01,-4.757341e-01,4.445940e-04
1.809737e-01,-3.700275e-01,5.271369e-02,-5.540441e-01,4.488970e-04
1.536436e-01,-3.837432e-01,2.158402e-01,-6.828032e-01,4.532061e-04
1.858480e-01,-3.742571e-01,3.466155e-01,-4.291347e-01,4.575211e-04
1.548867e-01,-3.842346e-01,2.875635e-01,-5.741998e-01,4.618422e-04
1.768648e-01,-3.734153e-01,1.356135e-01,-6.524915e-01,4.661695e-04
1.773648e-01,-3.760547e-01,3.522318e-01,-5.714053e-01,4.705029e-04
1.857675e-01,-3.691548e-01,7.145110e-02,-4.477932e-01,4.748427e-04
1.792518e-01,-3.730435e-01,2.018673e-01,-5.540380e-01,4.791888e-04
1.829468e-01,-3.684514e-01,3.206232e-02,-5.138163e-01,4.835414e-04
1.839887e-01,-3.720782e-01,2.066413e-01,-4.494272e-01,4.879005e-04
1.868511e-01,-3.712039e-01,1.697290e-01,-3.920471e-01,4.922661e-04
1.797775e-01,-3.711923e-01,1.103512e-01,-5.991239e-01,4.966384e-04
2.323455e-01,-3.721130e-01,5.056401e-01,-3.133965e-01,5.010173e-04
1.868129e-01,-3.731652e-01,2.667705e-01,-3.585932e-01,5.054031e-04
2.220977e-01,-3.564772e-01,1.067687e-01,-5.725280e-01,5.097958e-04
1.892318e-01,-3.696328e-01,1.482367e-01,-3.782938e-01,5.141954e-04
2.234561e-01,-3.683594e-01,3.889305e-01,-5.933283e-01,5.186020e-04
1.775972e-01,-3.747074e-01,2.477293e-01,-5.672703e-01,5.230156e-04
2.309198e-01,-3.668814e-01,3.477765e-01,-3.469585e-01,5.274365e-04
2.249916e-01,-3.708335e-01,4.725236e-01,-5.220518e-01,5.318646e-04
2.304849e-01,-3.592630e-01,8.499080e-02,-3.766552e-01,5.363000e-04
2.333788e-01,-3.671321e-01,3.910092e-01,-2.195608e-01,5.407428e-04
2.292533e-01,-3.684478e-01,4.228561e-01,-4.136533e-01,5.451931e-04
2.312875e-01,-3.696075e-01,4.699749e-01,-3.167345e-01,5.496509e-04
2.271728e-01,-3.657129e-01,3.116916e-01,-4.713746e-01,5.541163e-04
2.326539e-01,-3.656601e-01,2.579893e-01,-2.695928e-01,5.585895e-04
